Pais,CodigoISOpaís,Oficinaderegistro,Grupoedad,Edad,areaConocimiento,SubAreaConocimiento,NivelAcademico,Estadocivil,Genero,Etniadelapersona,Estatura ,Localizacion,Cantidaddepersonas
COSTA RICA,CRI,C. SAN JOSE,ADULTO,49,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,"(9.748917, -83.753428)",2
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO,58,"INGENIERÍA, ARQUITECTURA Y AFINES",ARQUITECTURA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. BILBAO,ADULTO MAYOR,61,NO INDICA,NO INDICA,PRIMARIA,DIVORCIADO,FEMENINO,NINGUNA,160,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO MAYOR,84,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,SOLTERO,MASCULINO,OTRO,168,"(37.09024, -95.712891)",1
ECUADOR,ECU,C. QUITO,ADULTO,56,NO INDICA,NO INDICA,POSTGRADO - ESPECIALIZACIÓN,CASADO,FEMENINO,NINGUNA,159,"(-1.831239, -78.183406)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO,58,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - TECNOLÓGICO,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO,37,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",2
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO,29,"AGRONOMÍA, VETERINARIA Y ZOOTECNIA",MEDICINA VETERINARIA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO,35,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES",NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. BARQUISIMETO,ADULTO MAYOR,61,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,VIUDO,FEMENINO,NINGUNA,-1,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. LAS PALMAS DE G.C,ADULTO,36,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,196,"(40.463667, -3.74922)",1
CHILE,CHL,C. SANTIAGO,ADULTO,41,NO INDICA,NO INDICA,POSTGRADO - ESPECIALIZACIÓN,SOLTERO,FEMENINO,NINGUNA,156,"(-35.675147, -71.542969)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,26,NINGUNA,NINGUNA,NINGUNO,CASADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",2
FRANCIA,FRA,C. PARIS,ADULTO,39,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA MECÁNICA Y AFINES,POSTGRADO - MAESTRIA,SOLTERO,FEMENINO,NINGUNA,157,"(46.227638, 2.213749)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO,35,CIENCIAS DE LA SALUD,SALUD PÚBLICA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",2
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO,47,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",5
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO MAYOR,76,NINGUNA,NINGUNA,NO INDICA,DIVORCIADO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",3
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO MAYOR,69,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,174,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO,44,NO INDICA,NO INDICA,NO INDICA,CASADO,MASCULINO,SIN ETNIA REGISTRADA,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO,38,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,OTRO,170,"(37.09024, -95.712891)",1
CANADA,CAN,C. MONTREAL,ADULTO,42,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",PREGRADO - TECNOLÓGICO,CASADO,FEMENINO,OTRO,158,"(56.130366, -106.346771)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO,49,NINGUNA,NINGUNA,NINGUNO,CASADO,MASCULINO,NINGUNA,178,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO,59,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO,47,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA ELECTRÓNICA, TELECOMUNICACIONES Y AFINES",PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
SUIZA,CHE,C. BERNA,ADULTO,43,CIENCIAS SOCIALES Y HUMANAS,"PERIODISMO, COMUNICACIÓN SOCIAL Y AFINES",NO INDICA,CASADO,FEMENINO,OTRO,-1,"(46.818188, 8.227512)",2
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO,41,NO INDICA,NO INDICA,POSTGRADO - DOCTORADO,SOLTERO,FEMENINO,NINGUNA,159,"(-38.416097, -63.616672)",1
VENEZUELA,VEN,C. CARACAS,ADULTO,40,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,173,"(6.42375, -66.58973)",1
CANADA,CAN,C. MONTREAL,ADULTO,44,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AMBIENTAL, SANITARIA Y AFINES",PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,170,"(56.130366, -106.346771)",1
ECUADOR,ECU,C. QUITO,ADULTO,38,NO INDICA,NO INDICA,PRIMARIA,UNION_LIBRE,FEMENINO,NINGUNA,158,"(-1.831239, -78.183406)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,53,NO INDICA,NO INDICA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,165,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO,33,CIENCIAS DE LA SALUD,ODONTOLOGÍA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,172,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,56,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,157,"(37.09024, -95.712891)",1
NUEVA ZELANDA,NZL,C. AUCKLAND,ADULTO,47,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,DIVORCIADO,FEMENINO,NINGUNA,-1,"(-40.900557, 174.885971)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO MAYOR,68,NINGUNA,NINGUNA,NO INDICA,DIVORCIADO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",12
ALEMANIA,DEU,C. FRANKFURT,ADULTO,44,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,167,"(51.165691, 10.451526)",1
FINLANDIA,FIN,C. HELSINKI,ADULTO JOVEN,26,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGÍA Y AFINES,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(61.92411, 25.748151)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,25,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,165,"(40.463667, -3.74922)",2
ESPAÑA,ESP,C. SEVILLA,ADULTO MAYOR,66,NO INDICA,NO INDICA,PRIMARIA,CASADO,FEMENINO,SIN ETNIA REGISTRADA,153,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO,53,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,170,"(6.42375, -66.58973)",2
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,23,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA BIOMÉDICA Y AFINES,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO,57,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,156,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO,39,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",POSTGRADO - DOCTORADO,CASADO,MASCULINO,NINGUNA,168,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO,47,CIENCIAS DE LA SALUD,OPTOMETRÍA,NO INDICA,UNION_LIBRE,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,29,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",2
ESPAÑA,ESP,C. BILBAO,ADULTO MAYOR,76,NO INDICA,NO INDICA,PRIMARIA,VIUDO,FEMENINO,NINGUNA,150,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO,38,MATEMÁTICAS Y CIENCIAS NATURALES,QUÍMICA Y AFINES,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO,32,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ITALIA,ITA,C. ROMA,ADULTO,32,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA DE PETRÓLEOS,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(41.87194, 12.56738)",1
BELGICA,BEL,C. BRUSELAS,ADULTO MAYOR,66,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,150,"(50.503887, 4.469936)",1
VENEZUELA,VEN,C. CARACAS,ADULTO MAYOR,60,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,170,"(6.42375, -66.58973)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO MAYOR,61,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(55.378051, -3.435973)",2
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO,31,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. BILBAO,INFANTE,11,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,102,"(40.463667, -3.74922)",1
ECUADOR,ECU,C. QUITO,ADULTO,41,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,DIVORCIADO,MASCULINO,NINGUNA,-1,"(-1.831239, -78.183406)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,22,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",11
ECUADOR,ECU,C. GUAYAQUIL,ADULTO,32,CIENCIAS DE LA SALUD,TERAPIAS,NO INDICA,UNION_LIBRE,FEMENINO,OTRO,-1,"(-1.831239, -78.183406)",1
FRANCIA,FRA,C. PARIS,ADULTO MAYOR,66,NINGUNA,NINGUNA,PRIMARIA,CASADO,MASCULINO,OTRO,172,"(46.227638, 2.213749)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO,29,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",7
VENEZUELA,VEN,C. CARACAS,ADULTO,53,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,157,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,43,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,163,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,21,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,AFRODESCENDIENTE,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. PALMA DE MALLORCA,ADULTO MAYOR,64,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,PREGRADO - TECNOLÓGICO,DIVORCIADO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO MAYOR,72,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,150,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO JOVEN,19,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,140,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO,33,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGÍA Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",1
BRASIL,BRA,C. MANAOS,ADULTO,45,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,-1,"(-14.235004, -51.92528)",1
ESPAÑA,ESP,C. MADRID,ADULTO,57,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,178,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,41,BELLAS ARTES,DISEÑO,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ECUADOR,ECU,C. ESMERALDAS,ADULTO,35,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,FEMENINO,AFRODESCENDIENTE,-1,"(-1.831239, -78.183406)",2
FRANCIA,FRA,C. PARIS,ADULTO,50,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,155,"(46.227638, 2.213749)",1
VENEZUELA,VEN,C. PUERTO LA CRUZ,ADULTO JOVEN,27,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,162,"(6.42375, -66.58973)",2
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO MAYOR,62,NO INDICA,NO INDICA,BACHILLERATO,CASADO,FEMENINO,SIN ETNIA REGISTRADA,158,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,28,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,48,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,CASADO,FEMENINO,NINGUNA,168,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO,42,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,167,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,59,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. PUERTO ORDAZ,ADULTO,56,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(6.42375, -66.58973)",1
MEXICO,MEX,C. MEXICO,ADULTO,34,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,NO INDICA,UNION_LIBRE,FEMENINO,NINGUNA,-1,"(23.634501, -102.552784)",1
CANADA,CAN,C. TORONTO,ADULTO MAYOR,68,CIENCIAS SOCIALES Y HUMANAS,"SOCIOLOGÍA, TRABAJO SOCIAL Y AFINES",NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(56.130366, -106.346771)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,37,"INGENIERÍA, ARQUITECTURA Y AFINES",ARQUITECTURA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",3
ECUADOR,ECU,C. TULCAN,ADULTO MAYOR,69,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,-1,"(-1.831239, -78.183406)",1
ECUADOR,ECU,C. QUITO,ADULTO,49,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,INDÍGENA,-1,"(-1.831239, -78.183406)",1
ALEMANIA,DEU,C. FRANKFURT,ADULTO,35,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,POSTGRADO - MAESTRIA,SOLTERO,FEMENINO,NINGUNA,-1,"(51.165691, 10.451526)",1
CANADA,CAN,C. MONTREAL,ADULTO,47,CIENCIAS DE LA SALUD,TERAPIAS,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,155,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. MADRID,ADULTO,45,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,OTRO,174,"(40.463667, -3.74922)",2
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO,51,CIENCIAS DE LA SALUD,TERAPIAS,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO,43,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AMBIENTAL, SANITARIA Y AFINES",POSTGRADO - MAESTRIA,SOLTERO,MASCULINO,NINGUNA,-1,"(-38.416097, -63.616672)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO,51,CIENCIAS SOCIALES Y HUMANAS,"SOCIOLOGÍA, TRABAJO SOCIAL Y AFINES",NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO,29,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,166,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO,59,CIENCIAS DE LA SALUD,ODONTOLOGÍA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. PUERTO LA CRUZ,ADULTO JOVEN,26,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,163,"(6.42375, -66.58973)",1
PANAMA,PAN,C. PANAMA,ADULTO,40,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,NO INDICA,UNION_LIBRE,MASCULINO,OTRO,-1,"(8.537981, -80.782127)",1
PANAMA,PAN,C. PANAMA,ADULTO MAYOR,86,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,-1,"(8.537981, -80.782127)",1
ITALIA,ITA,C. ROMA,ADULTO MAYOR,61,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,-1,"(41.87194, 12.56738)",1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO,46,"INGENIERÍA, ARQUITECTURA Y AFINES",OTRAS INGENIERÍAS,PREGRADO - TÉCNICO PROFESIONAL,CASADO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ECUADOR,ECU,C. QUITO,ADOLESCENTE,13,"INGENIERÍA, ARQUITECTURA Y AFINES",ARQUITECTURA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(-1.831239, -78.183406)",1
ESPAÑA,ESP,C. MADRID,ADULTO MAYOR,62,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,170,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,28,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,-1,"(6.42375, -66.58973)",1
CHILE,CHL,C. SANTIAGO,ADULTO MAYOR,82,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,164,"(-35.675147, -71.542969)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO,34,BELLAS ARTES,OTRO PROGRAMA DE BELLAS ARTES,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
FRANCIA,FRA,C. PARIS,ADULTO,39,CIENCIAS DE LA SALUD,SALUD OCUPACIONAL (HSEQ),NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(46.227638, 2.213749)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,20,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
CANADA,CAN,C. OTTAWA,ADULTO,47,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AGRÍCOLA, FORESTAL Y AFINES",POSTGRADO - MAESTRIA,CASADO,MASCULINO,NINGUNA,168,"(56.130366, -106.346771)",1
ECUADOR,ECU,C. TULCAN,ADULTO,34,NINGUNA,NINGUNA,PRIMARIA,UNION_LIBRE,MASCULINO,OTRO,-1,"(-1.831239, -78.183406)",3
BELGICA,BEL,C. BRUSELAS,ADULTO MAYOR,75,NINGUNA,NINGUNA,NO INDICA,DIVORCIADO,FEMENINO,NINGUNA,-1,"(50.503887, 4.469936)",1
VENEZUELA,VEN,C. CARACAS,ADULTO,57,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,153,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO MAYOR,69,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,162,"(37.09024, -95.712891)",1
CHILE,CHL,C. SANTIAGO,ADULTO,45,BELLAS ARTES,ARTES DRAMÁTICAS Y REPRESENTATIVAS,POSTGRADO - ESPECIALIZACIÓN,CASADO,FEMENINO,NINGUNA,158,"(-35.675147, -71.542969)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO,31,CIENCIAS SOCIALES Y HUMANAS,"LENGUAS MODERNAS, FILOLOGÍA, LINGÜÍSTICA Y AFINES",NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(55.378051, -3.435973)",2
CHILE,CHL,C. SANTIAGO,ADULTO,33,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA CIVIL Y AFINES,PREGRADO - PROFESIONAL,DESCONOCIDO,FEMENINO,NINGUNA,-1,"(-35.675147, -71.542969)",1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO MAYOR,73,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
HONDURAS,HND,C. TEGUCIGALPA,ADOLESCENTE,13,NO INDICA,NO INDICA,NINGUNO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,110,"(15.199999, -86.241905)",1
PAISES BAJOS,NLD,C. AMSTERDAM,ADULTO MAYOR,85,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,-1,"(52.132633, 5.291266)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,46,CIENCIAS DE LA SALUD,TERAPIAS,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
CANADA,CAN,C. MONTREAL,ADULTO,38,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(56.130366, -106.346771)",12
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,29,NO INDICA,NO INDICA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,180,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. MERIDA VEN,DESCONOCIDO,-1,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,-1,"(6.42375, -66.58973)",1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,24,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,MASCULINO,OTRO,-1,"(-38.416097, -63.616672)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO,44,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,194,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,56,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",2
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,27,CIENCIAS SOCIALES Y HUMANAS,GEOGRAFÍA O HISTORIA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(55.378051, -3.435973)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO,53,NO INDICA,NO INDICA,POSTGRADO - ESPECIALIZACIÓN,CASADO,FEMENINO,SIN ETNIA REGISTRADA,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,40,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",3
LUXEMBURGO,LUX,C. BRUSELAS,ADULTO,42,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",POSTGRADO - MAESTRIA,CASADO,MASCULINO,OTRO,173,"(49.815273, 6.129583)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO,52,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO MAYOR,65,NO INDICA,NO INDICA,PRIMARIA,CASADO,FEMENINO,OTRO,150,"(37.09024, -95.712891)",1
